bangla word,translitered bangla word
ফাঁকি,phanki
বন্ধে,vandhe
খুচরা,khuchara
পরিবেশনের,pariveshner
অগ্রিম,agrim
উৎসে,use
কাটা,kata
বাজেটে,bajete
কাটার,qatari
দিয়েছিলেন,diesillen
পরিবেশকের,pariweshker
কমিশনের,kamishner
অর্থের,arther
কাটায়,kata
বরিশালে,barishale
কেনাবেচার,kenabechar
ধুম,dhum
বিভাগীয়,vibhagian
শহর,sahar
ঈদের,ider
রমরমা,ramarma
সর্বত্রই,sarvatrai
মার্কেট,market
বিপণিবিতানগুলোতে,bipanibitangulote
ভিড়,vid
উপচে,upache
পড়ছে,parche
বাহারি,bahari
পরিচ্ছেদের,parichseader
পসরা,pasra
সাজিয়ে,sajie
বিক্রেতারা,bikretara
রাত,raat
মাইকিং,miking
আকৃষ্ট,aakrisht
বছরগুলোর,battargulor
এবারে,evar
নগরের,nagare
এলাকার,elakar
মেয়েদের,mayeder
থ্রিপিস,thripis
৫০০,500
টাকায়,taka
মহিলারা,mahilara
বরাবরের,barabrer
টাঙ্গাইল,tongail
জামদানি,jamdani
বালুচরি,baluchari
মসলিন,maslin
হাফসিল্ক,hafsilk
সেপ্র,sepra
প্রিন্ট,print
টিসু,tissue
জর্জেট,jarjet
তাঁতের,tanter
শাড়ি,sari
কিনছেন,kinchen
ভেদে,vede
ছেলেদের,celeder
শার্ট,shart
৮৫০,850
২২৫,225
৪১০,410
৫৫০,550
সুতি,suti
নকশি,nakshi
কাপড়ের,kapleer
পোশাকেরও,poshakero
চাহিদা,chahida
এগুলোর,agulor
জায়গায়,jayga
তুলনায়,tulana
একটু,ekatu
ব্যতিক্রমী,vyatikrmi
ডিজাইন,dizin
নকশার,nakshar
খুশি,khushi
বিক্রেতাদের,bikretader
নাগালেই,nagalei
বলছেন,balchen
অন্যসব,anyasav
বেড়ে,bede
যাওয়ায়,yawa
পোশাকের,poshaker
দামও,damao
বৃদ্ধি,vruddhi
পেয়েছে,paese
ক্রেতা,kreta
বিক্রেতদের,bikretder
আলাপ,aalap
ভারতীয়,bhartiya
চলচ্চিত্র,chalachchitra
নাটক,natak
নায়িকাদের,nyikader
নামে,name
আসা,aasa
প্রচুর,prachur
বেচাকেনা,bechakena
পাগলু,paglu
আশিকি,ashiki
দাবাং,daawang
ঝিলিক,jhelic
কলকা,kolka
রাশি,raashi
ক্যাটরিনা,catrina
থ্রিজি,thriji
তরঙ্গ,taranga
নিলামের,nilamer
আবারও,abara
বাড়ল,barhl
প্রজন্মের,prajnmer
মোবাইল,mobile
ফোন,phone
প্রযুক্তির,prayukti
নিলামে,nilam
টেলিযোগাযোগ,teleyogayog
কমিশন,kamishan
বিটিআরসি,bitiarsi
লিগ্যাল,ligyal
লাইসেন্সিং,lisencing
বিভাগ,vibhag
বিষয়ে,vishay
আবেদনকারীদের,avedankarider
তালিকা,taalika
নিলাম,nilam
বিটিআরসির,bitiarsir
অপারেটরদের,aparatorder
পরামর্শের,paramrsher
জামানত,jamanath
আর্নেস্টমানি,arnestmani
অযোগ্য,ayogya
চিঠি,chithi
সেপ্টেম্বর,september
দিনই,dinai
চূড়ান্তভাবে,chudantavave
নির্বাচিতদের,nirvachitder
টানিয়ে,tanie
সচিবালয়ে,sachivalay
মুহিতের,muhiter
সুনীল,sunil
কান্তি,kanti
বোস,bose
বোর্ডের,border
গোলাম,gholam
হোসেনের,hosener
নির্ধারণের,nirdharner
সিদ্ধান্ত,siddhanth
উদ্দেশে,uddesh
দফা,dafa
পিছিয়েছে,pichieng
জটিলতা,jatilata
সেগুলো,segulo
সমাধান,samadhan
অপারেটররা,aparatorra
আসছিল,aschhil
এরই,erai
লাইসেন্সের,lisenser
ধার্য,dharya
মূসক,musak
চলমান,challman
মামলা,maamala
নিষ্পত্তির,nishpattir
কমিটি,comity
থ্রিজির,thriji
যন্ত্রপাতি,yantrapati
ছাড়ের,charhra
সপ্তাহে,saptahe
প্রজ্ঞাপন,pragnapan
জারি,jari
ফেব্রুয়ারিতে,februarite
মেগাহার্টজের,magahartger
লাইসেন্স,license
নীতিমালা,nitimala
রাষ্ট্রীয়,rashtriya
মালিকানাধীন,malikanadhin
টেলিটক,teletak
পরীক্ষামূলক,parikshamulak
সেবা,seva
নিলেও,nile
উঠবে,uthve
সমপরিমাণ,samapariman
অর্থ,arth
নেবে,neve
সংশোধন,sanshodhan
দেশের,desher
শেয়ারবাজার,sheyarbazar
২৬৩,263
অপর,apar
চট্টগ্রাম,chattagram
এক্সচেঞ্জের,exchenger
সিএসই,sies
২৫৯,259
কমলেও,kamale
৯৯২,992
সিএসইতে,siesite
ছাড়িয়েছে,charieng
এদিন,edin
দরপতন,darpatan
সূচকে,suchake
ঘটেনি,ghatenni
বিদ্যুৎ,vidyu
খাতসহ,khatsah
মৌলভিত্তির,moulvittir
কোম্পানিগুলোর,companiesgulor
মূল্যবৃদ্ধি,mulyvruddhi
কসমোপলিটন,cosmoplitan
ফিন্যান্সের,financer
গতকালও,gatkalo
আধিপত্য,aadhipatya
রেখেছে,rekhese
খাত,khaat
সম্মিলিত,sammilit
২১৫,215
কিছুদিন,kiqudin
খাতটি,khatti
একক,ekak
বিস্তার,bistar
কোম্পানি,company
কোম্পানিটি,companity
উঠে,the
কোম্পানিটির,companyti
টানা,tana
ঊর্ধ্বমুখী,urdhvamukhi
স্বাভাবিক,swabhavik
মূল্যবৃদ্ধির,mulyvruddhir
বিনিয়োগকারীদের,biniogakarider
অংশের,ansher
মুনাফা,munafa
প্রবণতা,prabanta
বিক্রির,bikri
চাপ,chaap
সংশোধনের,sanshodhaner
দিনে,dine
বৃদ্ধিকে,vruddhike
ইতিবাচক,itibachak
বলেও,bale
২৯০টি,290ti
১৭৩টিরই,173tirai
৯৬টির,96ti
২১টির,21ti
১৩৪,134
চট্টগ্রামের,chattagramer
২১৪টি,214ti
১৩৭টিরই,137tirai
৬৯টির,69ti
আটটির,atti
এদিকে,edike
ক্ষতিগ্রস্ত,kshatigrast
মওকুফে,maokuphe
পুন,pun
বণ্টনের,bantner
সংক্রান্ত,sakrant
তৈরিতে,tirite
পুঁজিবাজার,punjibazar
নিয়ন্ত্রক,niyantrak
সিকিউরিটিজ,sicurities
বিএসইসি,biesaisy
কমিশনার,kamishnar
খানকে,khanke
আহ্বায়ক,aahvayak
গঠিত,gathit
কমিটিতে,comitite
প্রতিনিধি,pratinidhi
কমিটিকে,comitic
নভো,nabho
এয়ারে,yar
ছয়,chhaya
যাত্রী,yatri
পরিবহন,paribehan
যাত্রা,yatra
শুরুর,shuru
ফ্লাইট,flight
পরিচালনায়,parichalna
সময়ানুবর্তিতা,samayanuvartita
পরিবহনে,parivhane
দৃষ্টান্ত,drustant
স্থাপন,sthapan
পাঁচটি,panchatti
১৬০টি,160ti
ফ্লাইটে,flite
বেসরকারি,besarkari
ফ্লাইটই,flighti
সময়মতো,samaimato
ছেড়ে,sede
এয়ারের,aiare
মফিজুর,mafizur
মাস,maas
পূর্তি,purti
স্মাইলস,smiles
প্রিকোয়েন্ট,pricont
ফ্লাইয়ার,flyar
কর্মসূচির,karmasuchir
ভ্রমণকারী,bhramanakari
যাত্রীরা,yatrira
প্রতিবার,pratibar
ভ্রমণের,bhramner
বাড়তি,barhti
পাবেন,paven
এজন্য,ejanya
গ্রাহকদের,grahakder
নাম,naam
নিবন্ধন,nibandhan
এরপর,erapar
গ্রাহকের,grahaker
দূরত্বের,durtber
নির্ভর,nirbhar
মূল্যহ্রাস,mulyahras
অগ্রাধিকার,agradhikar
আসন,asana
মাইল,mil
ফ্রি,free
জানুয়ারি,january
অভ্যন্তরে,abhyantare
আন্তর্জাতিক,antarjatik
গন্তব্যেও,gantavyeo
পরিচালনার,parichalnar
প্রস্তুতি,prastuti
জানিয়েছেন,janieven
শিক্ষিত,shikshit
বেকারদের,bekarder
বিসিকের,visiker
কুটিরশিল্প,kutirshilp
বিসিক,visik
স্কিটি,skity
বেকার,bekar
যুবক,yuvak
যুব,yuv
মহিলাদের,mahilader
চলবে,chalbe
স্কিটির,skiti
ইনস্টিটিউট,institute
ন্যূনতম,nyuntam
শিক্ষাগত,shikshagat
যোগ্যতা,yogyata
এইচএসসি,eichessi
জুলাইয়ের,julyer
যোগাযোগের,yogayoger
ঠিকানা,tikana
শিল্পোদ্যোক্তা,shilpodyokta
প্লট,plot
রোড,rhode
সেক্টর,sector
উত্তরা,uttara
৮৯৩৩৬৬১,8933661
০১৯১৫,01915
১৬৭০২৪,167024
০১৬৮৫২৬২৯৭৯,01685262979
বাড়লেও,barle
দামে,dam
নেতিবাচক,netibachak
আটটি,atti
অধিকাংশের,adhikansher
ছয়টিরই,chhayatirai
প্রকাশিত,prakashith
দ্বিতীয়,dvitiya
চতুর্থ,chaturth
পঞ্চম,pancham
ষষ্ঠ,shashtha
সপ্তম,septet
অষ্টম,ashtam
৭০০,700
৩৭৫,375
২৪০,240
১০৫,105
১২০,120
১১০,110
প্রতিটি,pratity
সর্বনিম্ন,sarvanimn
সর্বোচ্চ,sarbochch
গতকালের,gatkaler
ছয়টি,chhayati
শূন্য,shunya
প্রতিটির,pratiti
অপরদিকে,apardiqu
সংবেদনশীল,sanvedanshil
প্রকাশের,prakasher
দামের,damer
সীমা,sima
সার্কিট,circuit
ব্রেকার,brekar
শতাংশের,shatansher
ভিআইপিবির,viaipibir
শহীদুল,shahidul
সত্ত্বেও,sattweo
ইউনিটধারী,unitdhari
প্রত্যাশা,pratyasha
বোনাস,bonus
যৌক্তিক,yauktik
আচরণ,aacharan
ঈদে,idev
রেমিট,remit
হোম,home
অফার,aafar
ফিতরকে,fitrke
গ্লোবাল,global
অনলাইন,analine
রেমিট্যান্স,remitance
সেবাদানকারী,sevadankari
সার্ভিসের,sarviser
বাংলাদেশে,bangladesh
পাঠালে,pathale
বিদেশে,bidesh
অবস্থানকারী,avasthankari
বাংলাদেশির,bangladeshir
লাগবে,lagave
এমনকি,amanki
উপহার,upahar
প্রাপকের,prapaker
পৌঁছে,paunche
জায়নামাজও,jynamajao
পরিচালনাকারী,parichalnakari
টাইমস,times
মানির,mani
অভিজিত,abhijeet
